entity_id,entity_type,name,path,description,url,created_at,updated_at,metadata_json
"project_67431818","project","mrsid-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction","2025-02-24T20:11:06.956Z","2025-02-24T20:11:06.956Z","{""id"":67431818,""name"":""mrsid-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/mrsid-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67431796","project","pic-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction","2025-02-24T20:10:45.183Z","2025-02-24T20:10:45.183Z","{""id"":67431796,""name"":""pic-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/pic-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67431787","project","shpfile-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction","2025-02-24T20:10:18.600Z","2025-02-24T20:10:18.600Z","{""id"":67431787,""name"":""shpfile-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/shpfile-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67431746","project","vpf-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction","2025-02-24T20:09:41.748Z","2025-02-24T20:09:41.748Z","{""id"":67431746,""name"":""vpf-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/vpf-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67365663","project","inventory-assurance-labeling","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling","2025-02-21T22:31:08.112Z","2025-02-21T22:31:08.112Z","{""id"":67365663,""name"":""inventory-assurance-labeling"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/inventory-assurance-labeling"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67365651","project","entity-mapping","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping","2025-02-21T22:30:05.113Z","2025-02-21T22:30:05.113Z","{""id"":67365651,""name"":""entity-mapping"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/entity-mapping"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67365574","project","datum-conditioning","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning","2025-02-21T22:22:23.803Z","2025-02-21T22:22:23.803Z","{""id"":67365574,""name"":""datum-conditioning"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/datum-conditioning"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67365549","project","geospatial-conditioning","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning","2025-02-21T22:21:28.110Z","2025-02-21T22:21:28.110Z","{""id"":67365549,""name"":""geospatial-conditioning"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning/geospatial-conditioning"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/conditioning"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67365449","project","geospatial-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction","2025-02-21T22:17:37.685Z","2025-02-21T22:17:37.685Z","{""id"":67365449,""name"":""geospatial-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/geospatial-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
"project_67365422","project","document-extraction","atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction","","https://gitlab.com/atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction","2025-02-21T22:16:27.248Z","2025-02-21T22:16:27.248Z","{""id"":67365422,""name"":""document-extraction"",""path"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction/document-extraction"",""namespace"":""atlas-datascience/lion/predecessor/core/data-in/extract-transform-load/inventory-enhancement/extraction"",""visibility"":""private"",""default_branch"":""main"",""star_count"":0,""forks_count"":0}"
